Fila,n,C(n)
FLEV4,5766,8
FLC,5767,1
FLEV1,5767,3
FLEV2,5767,3
FLEV3,5767,4
FLEV4,5767,8
FLC,5768,1
FLEV1,5768,3
FLEV2,5768,3
FLEV3,5768,4
FLEV4,5768,8
FLC,5769,1
FLEV1,5769,3
FLEV2,5769,3
FLEV3,5769,4
FLEV4,5769,8
FLC,5770,1
FLEV1,5770,3
FLEV2,5770,3
FLEV3,5770,4
FLEV4,5770,8
FLC,5771,1
FLEV1,5771,3
FLEV2,5771,3
FLEV3,5771,4
FLEV4,5771,8
FLC,5772,1
FLEV1,5772,3
FLEV2,5772,3
FLEV3,5772,4
FLEV4,5772,8
FLC,5773,1
FLEV1,5773,3
FLEV2,5773,3
FLEV3,5773,4
FLEV4,5773,8
FLC,5774,1
FLEV1,5774,3
FLEV2,5774,3
FLEV3,5774,4
FLEV4,5774,8
FLC,5775,1
FLEV1,5775,3
FLEV2,5775,3
FLEV3,5775,4
FLEV4,5775,8
FLC,5776,1
FLEV1,5776,3
FLEV2,5776,3
FLEV3,5776,4
FLEV4,5776,8
FLC,5777,1
FLEV1,5777,3
FLEV2,5777,3
FLEV3,5777,4
FLEV4,5777,8
FLC,5778,1
FLEV1,5778,3
FLEV2,5778,3
FLEV3,5778,4
FLEV4,5778,8
FLC,5779,1
FLEV1,5779,3
FLEV2,5779,3
FLEV3,5779,4
FLEV4,5779,8
FLC,5780,1
FLEV1,5780,3
FLEV2,5780,3
FLEV3,5780,4
FLEV4,5780,8
FLC,5781,1
FLEV1,5781,3
FLEV2,5781,3
FLEV3,5781,4
FLEV4,5781,8
FLC,5782,1
FLEV1,5782,3
FLEV2,5782,3
FLEV3,5782,4
FLEV4,5782,8
FLC,5783,1
FLEV1,5783,3
FLEV2,5783,3
FLEV3,5783,4
FLEV4,5783,8
FLC,5784,1
FLEV1,5784,3
FLEV2,5784,3
FLEV3,5784,4
FLEV4,5784,8
FLC,5785,1
FLEV1,5785,3
FLEV2,5785,3
FLEV3,5785,4
FLEV4,5785,8
FLC,5786,1
FLEV1,5786,3
FLEV2,5786,3
FLEV3,5786,4
FLEV4,5786,8
FLC,5787,1
FLEV1,5787,3
FLEV2,5787,3
FLEV3,5787,4
FLEV4,5787,8
FLC,5788,1
FLEV1,5788,3
FLEV2,5788,3
FLEV3,5788,4
FLEV4,5788,8
FLC,5789,1
FLEV1,5789,3
FLEV2,5789,3
FLEV3,5789,4
FLEV4,5789,8
FLC,5790,1
FLEV1,5790,3
FLEV2,5790,3
FLEV3,5790,4
FLEV4,5790,8
FLC,5791,1
FLEV1,5791,3
FLEV2,5791,3
FLEV3,5791,4
FLEV4,5791,8
FLC,5792,1
FLEV1,5792,3
FLEV2,5792,3
FLEV3,5792,4
FLEV4,5792,8
FLC,5793,1
FLEV1,5793,3
FLEV2,5793,3
FLEV3,5793,4
FLEV4,5793,8
FLC,5794,1
FLEV1,5794,3
FLEV2,5794,3
FLEV3,5794,4
FLEV4,5794,8
FLC,5795,1
FLEV1,5795,3
FLEV2,5795,3
FLEV3,5795,4
FLEV4,5795,8
FLC,5796,1
FLEV1,5796,3
FLEV2,5796,3
FLEV3,5796,4
FLEV4,5796,8
FLC,5797,1
FLEV1,5797,3
FLEV2,5797,3
FLEV3,5797,4
FLEV4,5797,8
FLC,5798,1
FLEV1,5798,3
FLEV2,5798,3
FLEV3,5798,4
FLEV4,5798,8
FLC,5799,1
FLEV1,5799,3
FLEV2,5799,3
FLEV3,5799,4
FLEV4,5799,8
FLC,5800,1
FLEV1,5800,3
FLEV2,5800,3
FLEV3,5800,4
FLEV4,5800,8
FLC,5801,1
FLEV1,5801,3
FLEV2,5801,3
FLEV3,5801,4
FLEV4,5801,8
FLC,5802,1
FLEV1,5802,3
FLEV2,5802,3
FLEV3,5802,4
FLEV4,5802,8
FLC,5803,1
FLEV1,5803,3
FLEV2,5803,3
FLEV3,5803,4
FLEV4,5803,8
FLC,5804,1
FLEV1,5804,3
FLEV2,5804,3
FLEV3,5804,4
FLEV4,5804,8
FLC,5805,1
FLEV1,5805,3
FLEV2,5805,3
FLEV3,5805,4
FLEV4,5805,8
FLC,5806,1
FLEV1,5806,3
FLEV2,5806,3
FLEV3,5806,4
FLEV4,5806,8
FLC,5807,1
FLEV1,5807,3
FLEV2,5807,3
FLEV3,5807,4
FLEV4,5807,8
FLC,5808,1
FLEV1,5808,3
FLEV2,5808,3
FLEV3,5808,4
FLEV4,5808,8
FLC,5809,1
FLEV1,5809,3
FLEV2,5809,3
FLEV3,5809,4
FLEV4,5809,8
FLC,5810,1
FLEV1,5810,3
FLEV2,5810,3
FLEV3,5810,4
FLEV4,5810,8
FLC,5811,1
FLEV1,5811,3
FLEV2,5811,3
FLEV3,5811,4
FLEV4,5811,8
FLC,5812,1
FLEV1,5812,3
FLEV2,5812,3
FLEV3,5812,4
FLEV4,5812,8
FLC,5813,1
FLEV1,5813,3
FLEV2,5813,3
FLEV3,5813,4
FLEV4,5813,8
FLC,5814,1
FLEV1,5814,3
FLEV2,5814,3
FLEV3,5814,4
FLEV4,5814,8
FLC,5815,1
FLEV1,5815,3
FLEV2,5815,3
FLEV3,5815,4
FLEV4,5815,8
FLC,5816,1
FLEV1,5816,3
FLEV2,5816,3
FLEV3,5816,4
FLEV4,5816,8
FLC,5817,1
FLEV1,5817,3
FLEV2,5817,3
FLEV3,5817,4
FLEV4,5817,8
FLC,5818,1
FLEV1,5818,3
FLEV2,5818,3
FLEV3,5818,4
FLEV4,5818,8
FLC,5819,1
FLEV1,5819,3
FLEV2,5819,3
FLEV3,5819,4
FLEV4,5819,8
FLC,5820,1
FLEV1,5820,3
FLEV2,5820,3
FLEV3,5820,4
FLEV4,5820,8
FLC,5821,1
FLEV1,5821,3
FLEV2,5821,3
FLEV3,5821,4
FLEV4,5821,8
FLC,5822,1
FLEV1,5822,3
FLEV2,5822,3
FLEV3,5822,4
FLEV4,5822,8
FLC,5823,1
FLEV1,5823,3
FLEV2,5823,3
FLEV3,5823,4
FLEV4,5823,8
FLC,5824,1
FLEV1,5824,3
FLEV2,5824,3
FLEV3,5824,4
FLEV4,5824,8
FLC,5825,1
FLEV1,5825,3
FLEV2,5825,3
FLEV3,5825,4
FLEV4,5825,8
FLC,5826,1
FLEV1,5826,3
FLEV2,5826,3
FLEV3,5826,4
FLEV4,5826,8
FLC,5827,1
FLEV1,5827,3
FLEV2,5827,3
FLEV3,5827,4
FLEV4,5827,8
FLC,5828,1
FLEV1,5828,3
FLEV2,5828,3
FLEV3,5828,4
FLEV4,5828,8
FLC,5829,1
FLEV1,5829,3
FLEV2,5829,3
FLEV3,5829,4
FLEV4,5829,8
FLC,5830,1
FLEV1,5830,3
FLEV2,5830,3
FLEV3,5830,4
FLEV4,5830,8
FLC,5831,1
FLEV1,5831,3
FLEV2,5831,3
FLEV3,5831,4
FLEV4,5831,8
FLC,5832,1
FLEV1,5832,3
FLEV2,5832,3
FLEV3,5832,4
FLEV4,5832,8
FLC,5833,1
FLEV1,5833,3
FLEV2,5833,3
FLEV3,5833,4
FLEV4,5833,8
FLC,5834,1
FLEV1,5834,3
FLEV2,5834,3
FLEV3,5834,4
FLEV4,5834,8
FLC,5835,1
FLEV1,5835,3
FLEV2,5835,3
FLEV3,5835,4
FLEV4,5835,8
FLC,5836,1
FLEV1,5836,3
FLEV2,5836,3
FLEV3,5836,4
FLEV4,5836,8
FLC,5837,1
FLEV1,5837,3
FLEV2,5837,3
FLEV3,5837,4
FLEV4,5837,8
FLC,5838,1
FLEV1,5838,3
FLEV2,5838,3
FLEV3,5838,4
FLEV4,5838,8
FLC,5839,1
FLEV1,5839,3
FLEV2,5839,3
FLEV3,5839,4
FLEV4,5839,8
FLC,5840,1
FLEV1,5840,3
FLEV2,5840,3
FLEV3,5840,4
FLEV4,5840,8
FLC,5841,1
FLEV1,5841,3
FLEV2,5841,3
FLEV3,5841,4
FLEV4,5841,8
FLC,5842,1
FLEV1,5842,3
FLEV2,5842,3
FLEV3,5842,4
FLEV4,5842,8
FLC,5843,1
FLEV1,5843,3
FLEV2,5843,3
FLEV3,5843,4
FLEV4,5843,8
FLC,5844,1
FLEV1,5844,3
FLEV2,5844,3
FLEV3,5844,4
FLEV4,5844,8
FLC,5845,1
FLEV1,5845,3
FLEV2,5845,3
FLEV3,5845,4
FLEV4,5845,8
FLC,5846,1
FLEV1,5846,3
FLEV2,5846,3
FLEV3,5846,4
FLEV4,5846,8
FLC,5847,1
FLEV1,5847,3
FLEV2,5847,3
FLEV3,5847,4
FLEV4,5847,8
FLC,5848,1
FLEV1,5848,3
FLEV2,5848,3
FLEV3,5848,4
FLEV4,5848,8
FLC,5849,1
FLEV1,5849,3
FLEV2,5849,3
FLEV3,5849,4
FLEV4,5849,8
FLC,5850,1
FLEV1,5850,3
FLEV2,5850,3
FLEV3,5850,4
FLEV4,5850,8
FLC,5851,1
FLEV1,5851,3
FLEV2,5851,3
FLEV3,5851,4
FLEV4,5851,8
FLC,5852,1
FLEV1,5852,3
FLEV2,5852,3
FLEV3,5852,4
FLEV4,5852,8
FLC,5853,1
FLEV1,5853,3
FLEV2,5853,3
FLEV3,5853,4
FLEV4,5853,8
FLC,5854,1
FLEV1,5854,3
FLEV2,5854,3
FLEV3,5854,4
FLEV4,5854,8
FLC,5855,1
FLEV1,5855,3
FLEV2,5855,3
FLEV3,5855,4
FLEV4,5855,8
FLC,5856,1
FLEV1,5856,3
FLEV2,5856,3
FLEV3,5856,4
FLEV4,5856,8
FLC,5857,1
FLEV1,5857,3
FLEV2,5857,3
FLEV3,5857,4
FLEV4,5857,8
FLC,5858,1
FLEV1,5858,3
FLEV2,5858,3
FLEV3,5858,4
FLEV4,5858,8
FLC,5859,1
FLEV1,5859,3
FLEV2,5859,3
FLEV3,5859,4
FLEV4,5859,8
FLC,5860,1
FLEV1,5860,3
FLEV2,5860,3
FLEV3,5860,4
FLEV4,5860,8
FLC,5861,1
FLEV1,5861,3
FLEV2,5861,3
FLEV3,5861,4
FLEV4,5861,8
FLC,5862,1
FLEV1,5862,3
FLEV2,5862,3
FLEV3,5862,4
FLEV4,5862,8
FLC,5863,1
FLEV1,5863,3
FLEV2,5863,3
FLEV3,5863,4
FLEV4,5863,8
FLC,5864,1
FLEV1,5864,3
FLEV2,5864,3
FLEV3,5864,4
FLEV4,5864,8
FLC,5865,1
FLEV1,5865,3
FLEV2,5865,3
FLEV3,5865,4
FLEV4,5865,8
FLC,5866,1
FLEV1,5866,3
FLEV2,5866,3
FLEV3,5866,4
FLEV4,5866,8
FLC,5867,1
FLEV1,5867,3
FLEV2,5867,3
FLEV3,5867,4
FLEV4,5867,8
FLC,5868,1
FLEV1,5868,3
FLEV2,5868,3
FLEV3,5868,4
FLEV4,5868,8
FLC,5869,1
FLEV1,5869,3
FLEV2,5869,3
FLEV3,5869,4
FLEV4,5869,8
FLC,5870,1
FLEV1,5870,3
FLEV2,5870,3
FLEV3,5870,4
FLEV4,5870,8
FLC,5871,1
FLEV1,5871,3
FLEV2,5871,3
FLEV3,5871,4
FLEV4,5871,8
FLC,5872,1
FLEV1,5872,3
FLEV2,5872,3
FLEV3,5872,4
FLEV4,5872,8
FLC,5873,1
FLEV1,5873,3
FLEV2,5873,3
FLEV3,5873,4
FLEV4,5873,8
FLC,5874,1
FLEV1,5874,3
FLEV2,5874,3
FLEV3,5874,4
FLEV4,5874,8
FLC,5875,1
FLEV1,5875,3
FLEV2,5875,3
FLEV3,5875,4
FLEV4,5875,8
FLC,5876,1
FLEV1,5876,3
FLEV2,5876,3
FLEV3,5876,4
FLEV4,5876,8
FLC,5877,1
FLEV1,5877,3
FLEV2,5877,3
FLEV3,5877,4
FLEV4,5877,8
FLC,5878,1
FLEV1,5878,3
FLEV2,5878,3
FLEV3,5878,4
FLEV4,5878,8
FLC,5879,1
FLEV1,5879,3
FLEV2,5879,3
FLEV3,5879,4
FLEV4,5879,8
FLC,5880,1
FLEV1,5880,3
FLEV2,5880,3
FLEV3,5880,4
FLEV4,5880,8
FLC,5881,1
FLEV1,5881,3
FLEV2,5881,3
FLEV3,5881,4
FLEV4,5881,8
FLC,5882,1
FLEV1,5882,3
FLEV2,5882,3
FLEV3,5882,4
FLEV4,5882,8
FLC,5883,1
FLEV1,5883,3
FLEV2,5883,3
FLEV3,5883,4
FLEV4,5883,8
FLC,5884,1
FLEV1,5884,3
FLEV2,5884,3
FLEV3,5884,4
FLEV4,5884,8
FLC,5885,1
FLEV1,5885,3
FLEV2,5885,3
FLEV3,5885,4
FLEV4,5885,8
FLC,5886,1
FLEV1,5886,3
FLEV2,5886,3
FLEV3,5886,4
FLEV4,5886,8
FLC,5887,1
FLEV1,5887,3
FLEV2,5887,3
FLEV3,5887,4
FLEV4,5887,8
FLC,5888,1
FLEV1,5888,3
FLEV2,5888,3
FLEV3,5888,4
FLEV4,5888,8
FLC,5889,1
FLEV1,5889,3
FLEV2,5889,3
FLEV3,5889,4
FLEV4,5889,8
FLC,5890,1
FLEV1,5890,3
FLEV2,5890,3
FLEV3,5890,4
FLEV4,5890,8
FLC,5891,1
FLEV1,5891,3
FLEV2,5891,3
FLEV3,5891,4
FLEV4,5891,8
FLC,5892,1
FLEV1,5892,3
FLEV2,5892,3
FLEV3,5892,4
FLEV4,5892,8
FLC,5893,1
FLEV1,5893,3
FLEV2,5893,3
FLEV3,5893,4
FLEV4,5893,8
FLC,5894,1
FLEV1,5894,3
FLEV2,5894,3
FLEV3,5894,4
FLEV4,5894,8
FLC,5895,1
FLEV1,5895,3
FLEV2,5895,3
FLEV3,5895,4
FLEV4,5895,8
FLC,5896,1
FLEV1,5896,3
FLEV2,5896,3
FLEV3,5896,4
FLEV4,5896,8
FLC,5897,1
FLEV1,5897,3
FLEV2,5897,3
FLEV3,5897,4
FLEV4,5897,8
FLC,5898,1
FLEV1,5898,3
FLEV2,5898,3
FLEV3,5898,4
FLEV4,5898,8
FLC,5899,1
FLEV1,5899,3
FLEV2,5899,3
FLEV3,5899,4
FLEV4,5899,8
FLC,5900,1
FLEV1,5900,3
FLEV2,5900,3
FLEV3,5900,4
FLEV4,5900,8
FLC,5901,1
FLEV1,5901,3
FLEV2,5901,3
FLEV3,5901,4
FLEV4,5901,8
FLC,5902,1
FLEV1,5902,3
FLEV2,5902,3
FLEV3,5902,4
FLEV4,5902,8
FLC,5903,1
FLEV1,5903,3
FLEV2,5903,3
FLEV3,5903,4
FLEV4,5903,8
FLC,5904,1
FLEV1,5904,3
FLEV2,5904,3
FLEV3,5904,4
FLEV4,5904,8
FLC,5905,1
FLEV1,5905,3
FLEV2,5905,3
FLEV3,5905,4
FLEV4,5905,8
FLC,5906,1
FLEV1,5906,3
FLEV2,5906,3
FLEV3,5906,4
FLEV4,5906,8
FLC,5907,1
FLEV1,5907,3
FLEV2,5907,3
FLEV3,5907,4
FLEV4,5907,8
FLC,5908,1
FLEV1,5908,3
FLEV2,5908,3
FLEV3,5908,4
FLEV4,5908,8
FLC,5909,1
FLEV1,5909,3
FLEV2,5909,3
FLEV3,5909,4
FLEV4,5909,8
FLC,5910,1
FLEV1,5910,3
FLEV2,5910,3
FLEV3,5910,4
FLEV4,5910,8
FLC,5911,1
FLEV1,5911,3
FLEV2,5911,3
FLEV3,5911,4
FLEV4,5911,8
FLC,5912,1
FLEV1,5912,3
FLEV2,5912,3
FLEV3,5912,4
FLEV4,5912,8
FLC,5913,1
FLEV1,5913,3
FLEV2,5913,3
FLEV3,5913,4
FLEV4,5913,8
FLC,5914,1
FLEV1,5914,3
FLEV2,5914,3
FLEV3,5914,4
FLEV4,5914,8
FLC,5915,1
FLEV1,5915,3
FLEV2,5915,3
FLEV3,5915,4
FLEV4,5915,8
FLC,5916,1
FLEV1,5916,3
FLEV2,5916,3
FLEV3,5916,4
FLEV4,5916,8
FLC,5917,1
FLEV1,5917,3
FLEV2,5917,3
FLEV3,5917,4
FLEV4,5917,8
FLC,5918,1
FLEV1,5918,3
FLEV2,5918,3
FLEV3,5918,4
FLEV4,5918,8
FLC,5919,1
FLEV1,5919,3
FLEV2,5919,3
FLEV3,5919,4
FLEV4,5919,8
FLC,5920,1
FLEV1,5920,3
FLEV2,5920,3
FLEV3,5920,4
FLEV4,5920,8
FLC,5921,1
FLEV1,5921,3
FLEV2,5921,3
FLEV3,5921,4
FLEV4,5921,8
FLC,5922,1
FLEV1,5922,3
FLEV2,5922,3
FLEV3,5922,4
FLEV4,5922,8
FLC,5923,1
FLEV1,5923,3
FLEV2,5923,3
FLEV3,5923,4
FLEV4,5923,8
FLC,5924,1
FLEV1,5924,3
FLEV2,5924,3
FLEV3,5924,4
FLEV4,5924,8
FLC,5925,1
FLEV1,5925,3
FLEV2,5925,3
FLEV3,5925,4
FLEV4,5925,8
FLC,5926,1
FLEV1,5926,3
FLEV2,5926,3
FLEV3,5926,4
FLEV4,5926,8
FLC,5927,1
FLEV1,5927,3
FLEV2,5927,3
FLEV3,5927,4
FLEV4,5927,8
FLC,5928,1
FLEV1,5928,3
FLEV2,5928,3
FLEV3,5928,4
FLEV4,5928,8
FLC,5929,1
FLEV1,5929,3
FLEV2,5929,3
FLEV3,5929,4
FLEV4,5929,8
FLC,5930,1
FLEV1,5930,3
FLEV2,5930,3
FLEV3,5930,4
FLEV4,5930,8
FLC,5931,1
FLEV1,5931,3
FLEV2,5931,3
FLEV3,5931,4
FLEV4,5931,8
FLC,5932,1
FLEV1,5932,3
FLEV2,5932,3
FLEV3,5932,4
FLEV4,5932,8
FLC,5933,1
FLEV1,5933,3
FLEV2,5933,3
FLEV3,5933,4
FLEV4,5933,8
FLC,5934,1
FLEV1,5934,3
FLEV2,5934,3
FLEV3,5934,4
FLEV4,5934,8
FLC,5935,1
FLEV1,5935,3
FLEV2,5935,3
FLEV3,5935,4
FLEV4,5935,8
FLC,5936,1
FLEV1,5936,3
FLEV2,5936,3
FLEV3,5936,4
FLEV4,5936,8
FLC,5937,1
FLEV1,5937,3
FLEV2,5937,3
FLEV3,5937,4
FLEV4,5937,8
FLC,5938,1
FLEV1,5938,3
FLEV2,5938,3
FLEV3,5938,4
FLEV4,5938,8
FLC,5939,1
FLEV1,5939,3
FLEV2,5939,3
FLEV3,5939,4
FLEV4,5939,8
FLC,5940,1
FLEV1,5940,3
FLEV2,5940,3
FLEV3,5940,4
FLEV4,5940,8
FLC,5941,1
FLEV1,5941,3
FLEV2,5941,3
FLEV3,5941,4
FLEV4,5941,8
FLC,5942,1
FLEV1,5942,3
FLEV2,5942,3
FLEV3,5942,4
FLEV4,5942,8
FLC,5943,1
FLEV1,5943,3
FLEV2,5943,3
FLEV3,5943,4
FLEV4,5943,8
FLC,5944,1
FLEV1,5944,3
FLEV2,5944,3
FLEV3,5944,4
FLEV4,5944,8
FLC,5945,1
FLEV1,5945,3
FLEV2,5945,3
FLEV3,5945,4
FLEV4,5945,8
FLC,5946,1
FLEV1,5946,3
FLEV2,5946,3
FLEV3,5946,4
FLEV4,5946,8
FLC,5947,1
FLEV1,5947,3
FLEV2,5947,3
FLEV3,5947,4
FLEV4,5947,8
FLC,5948,1
FLEV1,5948,3
FLEV2,5948,3
FLEV3,5948,4
FLEV4,5948,8
FLC,5949,1
FLEV1,5949,3
FLEV2,5949,3
FLEV3,5949,4
FLEV4,5949,8
FLC,5950,1
FLEV1,5950,3
FLEV2,5950,3
FLEV3,5950,4
FLEV4,5950,8
FLC,5951,1
FLEV1,5951,3
FLEV2,5951,3
FLEV3,5951,4
FLEV4,5951,8
FLC,5952,1
FLEV1,5952,3
FLEV2,5952,3
FLEV3,5952,4
FLEV4,5952,8
FLC,5953,1
FLEV1,5953,3
FLEV2,5953,3
FLEV3,5953,4
FLEV4,5953,8
FLC,5954,1
FLEV1,5954,3
FLEV2,5954,3
FLEV3,5954,4
FLEV4,5954,8
FLC,5955,1
FLEV1,5955,3
FLEV2,5955,3
FLEV3,5955,4
FLEV4,5955,8
FLC,5956,1
FLEV1,5956,3
FLEV2,5956,3
FLEV3,5956,4
FLEV4,5956,8
FLC,5957,1
FLEV1,5957,3
FLEV2,5957,3
FLEV3,5957,4
FLEV4,5957,8
FLC,5958,1
FLEV1,5958,3
FLEV2,5958,3
FLEV3,5958,4
FLEV4,5958,8
FLC,5959,1
FLEV1,5959,3
FLEV2,5959,3
FLEV3,5959,4
FLEV4,5959,8
FLC,5960,1
FLEV1,5960,3
FLEV2,5960,3
FLEV3,5960,4
FLEV4,5960,8
FLC,5961,1
FLEV1,5961,3
FLEV2,5961,3
FLEV3,5961,4
FLEV4,5961,8
FLC,5962,1
FLEV1,5962,3
FLEV2,5962,3
FLEV3,5962,4
FLEV4,5962,8
FLC,5963,1
FLEV1,5963,3
FLEV2,5963,3
FLEV3,5963,4
FLEV4,5963,8
FLC,5964,1
FLEV1,5964,3
FLEV2,5964,3
FLEV3,5964,4
FLEV4,5964,8
FLC,5965,1
FLEV1,5965,3
FLEV2,5965,3
FLEV3,5965,4
FLEV4,5965,8
FLC,5966,1
FLEV1,5966,3
FLEV2,5966,3
FLEV3,5966,4
FLEV4,5966,8
FLC,5967,1
FLEV1,5967,3
FLEV2,5967,3
FLEV3,5967,4
FLEV4,5967,8
FLC,5968,1
FLEV1,5968,3
FLEV2,5968,3
FLEV3,5968,4
FLEV4,5968,8
FLC,5969,1
FLEV1,5969,3
FLEV2,5969,3
FLEV3,5969,4
FLEV4,5969,8
FLC,5970,1
FLEV1,5970,3
FLEV2,5970,3
FLEV3,5970,4
FLEV4,5970,8
FLC,5971,1
FLEV1,5971,3
FLEV2,5971,3
FLEV3,5971,4
FLEV4,5971,8
FLC,5972,1
FLEV1,5972,3
FLEV2,5972,3
FLEV3,5972,4
FLEV4,5972,8
FLC,5973,1
FLEV1,5973,3
FLEV2,5973,3
FLEV3,5973,4
FLEV4,5973,8
FLC,5974,1
FLEV1,5974,3
FLEV2,5974,3
FLEV3,5974,4
FLEV4,5974,8
FLC,5975,1
FLEV1,5975,3
FLEV2,5975,3
FLEV3,5975,4
FLEV4,5975,8
FLC,5976,1
FLEV1,5976,3
FLEV2,5976,3
FLEV3,5976,4
FLEV4,5976,8
FLC,5977,1
FLEV1,5977,3
FLEV2,5977,3
FLEV3,5977,4
FLEV4,5977,8
FLC,5978,1
FLEV1,5978,3
FLEV2,5978,3
FLEV3,5978,4
FLEV4,5978,8
FLC,5979,1
FLEV1,5979,3
FLEV2,5979,3
FLEV3,5979,4
FLEV4,5979,8
FLC,5980,1
FLEV1,5980,3
FLEV2,5980,3
FLEV3,5980,4
FLEV4,5980,8
FLC,5981,1
FLEV1,5981,3
FLEV2,5981,3
FLEV3,5981,4
FLEV4,5981,8
FLC,5982,1
FLEV1,5982,3
FLEV2,5982,3
FLEV3,5982,4
FLEV4,5982,8
FLC,5983,1
FLEV1,5983,3
FLEV2,5983,3
FLEV3,5983,4
FLEV4,5983,8
FLC,5984,1
FLEV1,5984,3
FLEV2,5984,3
FLEV3,5984,4
FLEV4,5984,8
FLC,5985,1
FLEV1,5985,3
FLEV2,5985,3
FLEV3,5985,4
FLEV4,5985,8
FLC,5986,1
FLEV1,5986,3
FLEV2,5986,3
FLEV3,5986,4
FLEV4,5986,8
FLC,5987,1
FLEV1,5987,3
FLEV2,5987,3
FLEV3,5987,4
FLEV4,5987,8
FLC,5988,1
FLEV1,5988,3
FLEV2,5988,3
FLEV3,5988,4
FLEV4,5988,8
FLC,5989,1
FLEV1,5989,3
FLEV2,5989,3
FLEV3,5989,4
FLEV4,5989,8
FLC,5990,1
FLEV1,5990,3
FLEV2,5990,3
FLEV3,5990,4
FLEV4,5990,8
FLC,5991,1
FLEV1,5991,3
FLEV2,5991,3
FLEV3,5991,4
FLEV4,5991,8
FLC,5992,1
FLEV1,5992,3
FLEV2,5992,3
FLEV3,5992,4
FLEV4,5992,8
FLC,5993,1
FLEV1,5993,3
FLEV2,5993,3
FLEV3,5993,4
FLEV4,5993,8
FLC,5994,1
FLEV1,5994,3
FLEV2,5994,3
FLEV3,5994,4
FLEV4,5994,8
FLC,5995,1
FLEV1,5995,3
FLEV2,5995,3
FLEV3,5995,4
FLEV4,5995,8
FLC,5996,1
FLEV1,5996,3
FLEV2,5996,3
FLEV3,5996,4
FLEV4,5996,8
FLC,5997,1
FLEV1,5997,3
FLEV2,5997,3
FLEV3,5997,4
FLEV4,5997,8
FLC,5998,1
FLEV1,5998,3
FLEV2,5998,3
FLEV3,5998,4
FLEV4,5998,8
FLC,5999,1
FLEV1,5999,3
FLEV2,5999,3
FLEV3,5999,4
FLEV4,5999,8
FLC,6000,1
FLEV1,6000,3
FLEV2,6000,3
FLEV3,6000,4
FLEV4,6000,8
FLC,6001,1
FLEV1,6001,3
FLEV2,6001,3
FLEV3,6001,4
FLEV4,6001,8
FLC,6002,1
FLEV1,6002,3
FLEV2,6002,3
FLEV3,6002,4
FLEV4,6002,8
FLC,6003,1
FLEV1,6003,3
FLEV2,6003,3
FLEV3,6003,4
FLEV4,6003,8
FLC,6004,1
FLEV1,6004,3
FLEV2,6004,3
FLEV3,6004,4
FLEV4,6004,8
FLC,6005,1
FLEV1,6005,3
FLEV2,6005,3
FLEV3,6005,4
FLEV4,6005,8
FLC,6006,1
FLEV1,6006,3
FLEV2,6006,3
FLEV3,6006,4
FLEV4,6006,8
FLC,6007,1
FLEV1,6007,3
FLEV2,6007,3
FLEV3,6007,4
FLEV4,6007,8
FLC,6008,1
FLEV1,6008,3
FLEV2,6008,3
FLEV3,6008,4
FLEV4,6008,8
FLC,6009,1
FLEV1,6009,3
FLEV2,6009,3
FLEV3,6009,4
FLEV4,6009,8
FLC,6010,1
FLEV1,6010,3
FLEV2,6010,3
FLEV3,6010,4
FLEV4,6010,8
FLC,6011,1
FLEV1,6011,3
FLEV2,6011,3
FLEV3,6011,4
FLEV4,6011,8
FLC,6012,1
FLEV1,6012,3
FLEV2,6012,3
FLEV3,6012,4
FLEV4,6012,8
FLC,6013,1
FLEV1,6013,3
FLEV2,6013,3
FLEV3,6013,4
FLEV4,6013,8
FLC,6014,1
FLEV1,6014,3
FLEV2,6014,3
FLEV3,6014,4
FLEV4,6014,8
FLC,6015,1
FLEV1,6015,3
FLEV2,6015,3
FLEV3,6015,4
FLEV4,6015,8
FLC,6016,1
FLEV1,6016,3
FLEV2,6016,3
FLEV3,6016,4
FLEV4,6016,8
FLC,6017,1
FLEV1,6017,3
FLEV2,6017,3
FLEV3,6017,4
FLEV4,6017,8
FLC,6018,1
FLEV1,6018,3
FLEV2,6018,3
FLEV3,6018,4
FLEV4,6018,8
FLC,6019,1
FLEV1,6019,3
FLEV2,6019,3
FLEV3,6019,4
FLEV4,6019,8
FLC,6020,1
FLEV1,6020,3
FLEV2,6020,3
FLEV3,6020,4
FLEV4,6020,8
FLC,6021,1
FLEV1,6021,3
FLEV2,6021,3
FLEV3,6021,4
FLEV4,6021,8
FLC,6022,1
FLEV1,6022,3
FLEV2,6022,3
FLEV3,6022,4
FLEV4,6022,8
FLC,6023,1
FLEV1,6023,3
FLEV2,6023,3
FLEV3,6023,4
FLEV4,6023,8
FLC,6024,1
FLEV1,6024,3
FLEV2,6024,3
FLEV3,6024,4
FLEV4,6024,8
FLC,6025,1
FLEV1,6025,3
FLEV2,6025,3
FLEV3,6025,4
FLEV4,6025,8
FLC,6026,1
FLEV1,6026,3
FLEV2,6026,3
FLEV3,6026,4
FLEV4,6026,8
FLC,6027,1
FLEV1,6027,3
FLEV2,6027,3
FLEV3,6027,4
FLEV4,6027,8
FLC,6028,1
FLEV1,6028,3
FLEV2,6028,3
FLEV3,6028,4
FLEV4,6028,8
FLC,6029,1
FLEV1,6029,3
FLEV2,6029,3
FLEV3,6029,4
FLEV4,6029,8
FLC,6030,1
FLEV1,6030,3
FLEV2,6030,3
